2/18/2011 2:54:56 PM	-1.531343E-5	-1.521409E-5	-1.581411E-5	-1.352231E-5	-2.306402E-5	-1.266499E-5	-2.328555E-5	-2.582570E-5	-1.290242E-5	-1.526177E-5	-1.694560E-5	-1.328488E-5	-2.071361E-5	-1.259546E-5	-1.297693E-5	-1.944204E-5
2/18/2011 2:56:21 PM	-1.525482E-5	-1.502236E-5	-1.566211E-5	-1.345873E-5	-2.296964E-5	-1.263122E-5	-2.314051E-5	-2.574027E-5	-1.291235E-5	-1.520515E-5	-1.690388E-5	-1.323223E-5	-2.060533E-5	-1.250704E-5	-1.293024E-5	-1.942019E-5
2/18/2011 2:57:41 PM	-1.533628E-5	-1.506507E-5	-1.564423E-5	-1.345674E-5	-2.290209E-5	-1.260241E-5	-2.316336E-5	-2.565583E-5	-1.288255E-5	-1.519124E-5	-1.689494E-5	-1.320541E-5	-2.056162E-5	-1.250903E-5	-1.287262E-5	-1.937946E-5
2/18/2011 2:59:01 PM	-1.528661E-5	-1.500348E-5	-1.557370E-5	-1.346469E-5	-2.290507E-5	-1.258552E-5	-2.315045E-5	-2.569258E-5	-1.287460E-5	-1.517236E-5	-1.687209E-5	-1.315276E-5	-2.059639E-5	-1.244048E-5	-1.285474E-5	-1.936257E-5
2/18/2011 3:00:21 PM	-1.528959E-5	-1.500448E-5	-1.557072E-5	-1.341800E-5	-2.288520E-5	-1.260142E-5	-2.316237E-5	-2.566377E-5	-1.285474E-5	-1.517236E-5	-1.688898E-5	-1.319448E-5	-2.052287E-5	-1.246433E-5	-1.290441E-5	-1.940330E-5
2/18/2011 3:01:41 PM	-1.526674E-5	-1.501143E-5	-1.560450E-5	-1.345178E-5	-2.291501E-5	-1.261632E-5	-2.314448E-5	-2.565682E-5	-1.285474E-5	-1.518925E-5	-1.688798E-5	-1.314581E-5	-2.057850E-5	-1.245836E-5	-1.286964E-5	-1.940131E-5
2/18/2011 3:03:01 PM	-1.513859E-5	-1.496871E-5	-1.552800E-5	-1.347065E-5	-2.293289E-5	-1.257757E-5	-2.313157E-5	-2.562603E-5	-1.281500E-5	-1.514057E-5	-1.689792E-5	-1.314581E-5	-2.051791E-5	-1.247823E-5	-1.290739E-5	-1.935860E-5
2/18/2011 3:04:21 PM	-1.514653E-5	-1.499156E-5	-1.555979E-5	-1.341800E-5	-2.289415E-5	-1.262824E-5	-2.312760E-5	-2.568166E-5	-1.286368E-5	-1.520316E-5	-1.684725E-5	-1.318355E-5	-2.054374E-5	-1.250009E-5	-1.281897E-5	-1.939535E-5
2/18/2011 3:05:41 PM	-1.513461E-5	-1.501242E-5	-1.551906E-5	-1.337230E-5	-2.287030E-5	-1.261135E-5	-2.311667E-5	-2.562801E-5	-1.286268E-5	-1.508494E-5	-1.687110E-5	-1.318554E-5	-2.052685E-5	-1.247923E-5	-1.290341E-5	-1.932482E-5
2/18/2011 3:07:01 PM	-1.513859E-5	-1.496077E-5	-1.552800E-5	-1.342893E-5	-2.288421E-5	-1.255771E-5	-2.309084E-5	-2.563000E-5	-1.285672E-5	-1.515349E-5	-1.685520E-5	-1.314183E-5	-2.051592E-5	-1.248419E-5	-1.282692E-5	-1.927912E-5
2/18/2011 3:08:21 PM	-1.511574E-5	-1.493196E-5	-1.553694E-5	-1.340608E-5	-2.276898E-5	-1.255671E-5	-2.306700E-5	-2.556443E-5	-1.288454E-5	-1.513163E-5	-1.686414E-5	-1.311402E-5	-2.050797E-5	-1.249711E-5	-1.288056E-5	-1.935363E-5
